EventId,Type,Severity,StartTime(UTC),EndTime(UTC),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode
W-3483954,Fog,Moderate,2019-11-16 12:55:36,2019-11-16 15:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483955,Fog,Moderate,2019-11-16 16:20:36,2019-11-16 17:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483956,Rain,Light,2019-11-19 10:37:36,2019-11-19 11:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483957,Rain,Light,2019-11-19 13:05:36,2019-11-19 14:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483958,Rain,Light,2019-11-19 15:13:36,2019-11-19 16:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483959,Rain,Light,2019-11-19 23:20:36,2019-11-20 00:50:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483960,Rain,Light,2019-11-20 01:20:36,2019-11-20 02:02:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483961,Rain,Light,2019-11-20 03:20:36,2019-11-20 05:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483962,Snow,Light,2019-11-20 05:20:36,2019-11-20 06:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483963,Hail,Other,2019-11-23 19:47:36,2019-11-23 20:00:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483964,Rain,Light,2019-11-23 20:00:36,2019-11-23 21:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483965,Rain,Light,2019-11-23 22:20:36,2019-11-23 23:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483966,Rain,Light,2019-11-24 00:20:36,2019-11-24 08:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483967,Rain,Light,2019-11-24 09:20:36,2019-11-24 20:09:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483968,Rain,Light,2019-11-24 21:20:36,2019-11-24 21:32:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483969,Rain,Light,2019-11-25 22:20:36,2019-11-25 23:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483970,Rain,Light,2019-11-26 00:20:36,2019-11-26 01:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483971,Rain,Light,2019-11-26 02:20:36,2019-11-26 03:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483972,Rain,Light,2019-11-26 15:20:36,2019-11-26 16:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483973,Fog,Moderate,2019-11-28 14:20:36,2019-11-28 14:54:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483974,Rain,Light,2019-11-28 22:20:36,2019-11-29 00:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483975,Rain,Light,2019-11-29 01:20:36,2019-11-29 02:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483976,Rain,Moderate,2019-11-29 02:20:36,2019-11-29 03:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483977,Rain,Light,2019-11-29 03:20:36,2019-11-29 04:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483978,Rain,Light,2019-11-29 11:28:36,2019-11-29 14:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483979,Rain,Moderate,2019-11-29 14:20:36,2019-11-29 15:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483980,Rain,Light,2019-11-29 15:20:36,2019-11-29 21:15:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483981,Rain,Moderate,2019-11-29 21:15:36,2019-11-29 21:27:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483982,Rain,Light,2019-11-29 21:27:36,2019-11-29 22:50:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483983,Rain,Light,2019-12-01 15:20:36,2019-12-01 16:06:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483984,Rain,Light,2019-12-01 22:20:36,2019-12-01 23:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483985,Snow,Light,2019-12-02 01:20:36,2019-12-02 02:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483986,Rain,Light,2019-12-02 05:20:36,2019-12-02 08:03:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483987,Rain,Light,2019-12-02 22:03:36,2019-12-03 01:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483988,Rain,Light,2019-12-03 01:30:36,2019-12-03 02:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483989,Rain,Light,2019-12-03 04:20:36,2019-12-03 05:09:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483990,Snow,Light,2019-12-05 09:20:36,2019-12-05 11:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483991,Snow,Moderate,2019-12-05 11:20:36,2019-12-05 11:38:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483992,Fog,Severe,2019-12-05 11:38:36,2019-12-05 12:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483993,Snow,Heavy,2019-12-05 12:20:36,2019-12-05 12:44:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483994,Snow,Light,2019-12-05 12:44:36,2019-12-05 12:52:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483995,Snow,Moderate,2019-12-05 12:52:36,2019-12-05 13:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483996,Fog,Severe,2019-12-05 13:20:36,2019-12-05 15:31:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483997,Snow,Light,2019-12-05 15:31:36,2019-12-05 15:59:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483998,Snow,Moderate,2019-12-05 15:59:36,2019-12-05 16:49:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3483999,Snow,Light,2019-12-05 16:49:36,2019-12-05 17:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484000,Snow,Moderate,2019-12-05 17:20:36,2019-12-05 17:52:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484001,Snow,Light,2019-12-05 17:52:36,2019-12-05 18:45:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484002,Snow,Light,2019-12-08 22:20:36,2019-12-09 22:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484003,Snow,Light,2019-12-10 04:20:36,2019-12-10 14:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484004,Snow,Light,2019-12-11 02:20:36,2019-12-11 03:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484005,Snow,Light,2019-12-11 15:20:36,2019-12-11 19:16:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484006,Snow,Moderate,2019-12-11 19:16:36,2019-12-11 19:31:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484007,Snow,Light,2019-12-11 19:31:36,2019-12-12 04:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484008,Snow,Light,2019-12-12 06:20:36,2019-12-12 08:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484009,Snow,Light,2019-12-12 10:10:36,2019-12-12 14:46:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484010,Fog,Severe,2019-12-12 14:46:36,2019-12-12 15:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484011,Snow,Moderate,2019-12-12 15:20:36,2019-12-12 17:37:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484012,Fog,Severe,2019-12-12 17:37:36,2019-12-12 18:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484013,Snow,Moderate,2019-12-12 18:20:36,2019-12-12 18:51:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484014,Snow,Light,2019-12-12 18:51:36,2019-12-12 19:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484015,Snow,Moderate,2019-12-12 19:20:36,2019-12-12 19:37:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484016,Snow,Light,2019-12-12 19:37:36,2019-12-12 22:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484017,Fog,Moderate,2019-12-13 09:53:36,2019-12-13 10:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484018,Fog,Moderate,2019-12-13 11:20:36,2019-12-13 12:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484019,Snow,Light,2019-12-14 02:20:36,2019-12-14 05:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484020,Snow,Light,2019-12-15 10:20:36,2019-12-15 11:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484021,Snow,Light,2019-12-15 14:20:36,2019-12-15 15:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484022,Snow,Light,2019-12-17 02:20:36,2019-12-17 05:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484023,Snow,Light,2019-12-17 15:18:36,2019-12-17 21:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484024,Rain,Light,2019-12-17 22:05:36,2019-12-18 01:37:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484025,Snow,Light,2019-12-18 01:37:36,2019-12-18 04:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484026,Rain,Light,2019-12-18 08:15:36,2019-12-18 12:43:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484027,Snow,Light,2019-12-18 16:20:36,2019-12-19 06:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484028,Hail,Other,2019-12-24 13:36:36,2019-12-24 13:52:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484029,Rain,Light,2019-12-24 15:20:36,2019-12-24 15:38:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484030,Hail,Other,2019-12-24 15:38:36,2019-12-24 16:04:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484031,Rain,Light,2019-12-24 16:04:36,2019-12-24 16:57:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484032,Hail,Other,2019-12-24 16:57:36,2019-12-24 17:07:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484033,Snow,Light,2019-12-24 17:07:36,2019-12-24 17:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484034,Fog,Moderate,2019-12-24 17:20:36,2019-12-24 18:59:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484035,Hail,Other,2019-12-24 18:59:36,2019-12-24 19:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484036,Rain,Light,2019-12-24 19:20:36,2019-12-24 21:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484037,Hail,Other,2019-12-24 21:20:36,2019-12-24 21:36:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484038,Rain,Light,2019-12-24 21:36:36,2019-12-25 00:41:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484039,Fog,Moderate,2019-12-25 15:20:36,2019-12-25 17:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484040,Rain,Light,2019-12-25 20:20:36,2019-12-25 21:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484041,Rain,Light,2019-12-26 15:20:36,2019-12-26 18:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484042,Rain,Light,2019-12-26 20:33:36,2019-12-26 23:59:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484043,Rain,Light,2019-12-27 00:59:36,2019-12-27 01:44:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484044,Rain,Light,2019-12-27 03:20:36,2019-12-27 07:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484045,Snow,Light,2019-12-30 13:20:36,2019-12-30 15:11:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484046,Snow,Light,2019-12-30 16:20:36,2019-12-31 02:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484047,Fog,Moderate,2020-01-03 11:20:36,2020-01-03 11:48:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484048,Fog,Severe,2020-01-03 11:48:36,2020-01-03 12:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484049,Rain,Light,2020-01-03 12:20:36,2020-01-03 14:09:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484050,Rain,Light,2020-01-03 14:20:36,2020-01-03 19:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484051,Fog,Severe,2020-01-04 05:20:36,2020-01-04 06:41:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484052,Rain,Light,2020-01-04 12:20:36,2020-01-04 14:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484053,Snow,Light,2020-01-06 05:20:36,2020-01-06 06:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484054,Snow,Light,2020-01-06 17:20:36,2020-01-06 18:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484055,Snow,Light,2020-01-10 15:45:36,2020-01-10 17:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484056,Fog,Moderate,2020-01-10 17:20:36,2020-01-10 18:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484057,Rain,Light,2020-01-11 03:20:36,2020-01-11 06:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484058,Rain,Light,2020-01-11 07:20:36,2020-01-11 11:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484059,Rain,Light,2020-01-11 13:20:36,2020-01-11 15:47:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484060,Storm,Severe,2020-01-11 16:20:36,2020-01-11 17:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484061,Fog,Severe,2020-01-12 13:10:36,2020-01-12 16:55:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484062,Rain,Light,2020-01-12 16:55:36,2020-01-12 17:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484063,Rain,Moderate,2020-01-12 17:20:36,2020-01-12 17:52:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484064,Rain,Light,2020-01-12 17:52:36,2020-01-12 18:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484065,Rain,Moderate,2020-01-12 18:20:36,2020-01-12 18:49:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484066,Rain,Light,2020-01-12 18:49:36,2020-01-12 19:10:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484067,Rain,Moderate,2020-01-12 19:10:36,2020-01-12 20:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484068,Rain,Light,2020-01-13 01:29:36,2020-01-13 04:41:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484069,Hail,Other,2020-01-13 04:41:36,2020-01-13 05:03:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484070,Rain,Light,2020-01-13 05:03:36,2020-01-13 07:06:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484071,Rain,Light,2020-01-17 02:20:36,2020-01-17 03:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484072,Rain,Light,2020-01-17 06:20:36,2020-01-17 07:54:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484073,Rain,Light,2020-01-17 08:20:36,2020-01-17 11:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484074,Rain,Light,2020-01-17 12:20:36,2020-01-17 17:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484075,Fog,Severe,2020-01-17 17:23:36,2020-01-17 18:29:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484076,Rain,Light,2020-01-17 18:29:36,2020-01-17 19:47:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484077,Fog,Severe,2020-01-17 19:47:36,2020-01-17 20:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484078,Rain,Light,2020-01-17 20:20:36,2020-01-17 21:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484079,Rain,Light,2020-01-17 22:51:36,2020-01-17 23:57:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484080,Fog,Severe,2020-01-18 00:16:36,2020-01-18 01:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484081,Rain,Heavy,2020-01-18 01:20:36,2020-01-18 01:41:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484082,Rain,Moderate,2020-01-18 01:41:36,2020-01-18 02:33:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484083,Rain,Light,2020-01-18 02:33:36,2020-01-18 03:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484084,Fog,Severe,2020-01-18 03:53:36,2020-01-18 04:44:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484085,Rain,Light,2020-01-18 15:20:36,2020-01-18 16:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484086,Rain,Light,2020-01-18 17:20:36,2020-01-18 18:57:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484087,Rain,Light,2020-01-18 21:20:36,2020-01-18 22:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484088,Fog,Moderate,2020-01-20 12:20:36,2020-01-20 16:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484089,Rain,Light,2020-01-20 16:20:36,2020-01-20 21:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484090,Rain,Moderate,2020-01-20 21:20:36,2020-01-20 21:31:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484091,Rain,Light,2020-01-20 21:31:36,2020-01-20 22:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484092,Rain,Moderate,2020-01-20 22:20:36,2020-01-20 22:28:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484093,Rain,Light,2020-01-20 22:28:36,2020-01-21 07:09:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484094,Rain,Light,2020-01-21 21:20:36,2020-01-21 22:03:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484095,Rain,Light,2020-01-22 01:20:36,2020-01-22 01:45:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484096,Fog,Severe,2020-01-22 23:08:36,2020-01-23 02:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484097,Fog,Severe,2020-01-23 06:20:36,2020-01-23 08:04:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484098,Fog,Moderate,2020-01-25 16:20:36,2020-01-25 17:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484099,Rain,Light,2020-01-25 18:48:36,2020-01-25 20:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484100,Fog,Moderate,2020-01-25 21:20:36,2020-01-25 22:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484101,Rain,Light,2020-01-26 01:20:36,2020-01-26 03:11:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484102,Rain,Light,2020-01-26 11:20:36,2020-01-26 11:41:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484103,Rain,Light,2020-01-26 12:20:36,2020-01-27 00:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484104,Snow,Light,2020-01-27 00:20:36,2020-01-27 06:18:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484105,Snow,Light,2020-01-27 07:20:36,2020-01-27 10:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484106,Snow,Light,2020-01-27 12:20:36,2020-01-27 18:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484107,Snow,Light,2020-01-27 22:20:36,2020-01-27 23:13:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484108,Snow,Light,2020-01-27 23:20:36,2020-01-28 00:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484109,Snow,Light,2020-01-28 03:20:36,2020-01-28 06:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484110,Snow,Light,2020-01-28 09:20:36,2020-01-28 11:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484111,Snow,Light,2020-01-28 12:20:36,2020-01-28 19:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484112,Snow,Light,2020-01-29 20:20:36,2020-01-29 22:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484113,Snow,Light,2020-01-30 08:20:36,2020-01-30 17:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484114,Rain,Light,2020-02-01 00:20:36,2020-02-01 03:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484115,Rain,Light,2020-02-01 04:20:36,2020-02-01 07:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484116,Fog,Moderate,2020-02-07 16:03:36,2020-02-07 17:07:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484117,Rain,Light,2020-02-07 17:20:36,2020-02-07 17:57:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484118,Fog,Severe,2020-02-07 17:57:36,2020-02-07 18:25:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484119,Rain,Light,2020-02-07 18:25:36,2020-02-07 18:50:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484120,Rain,Light,2020-02-07 19:20:36,2020-02-07 20:04:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484121,Fog,Severe,2020-02-07 20:04:36,2020-02-07 22:47:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484122,Fog,Severe,2020-02-07 23:31:36,2020-02-08 00:59:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484123,Rain,Light,2020-02-08 00:59:36,2020-02-08 01:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484124,Fog,Severe,2020-02-08 01:51:36,2020-02-08 03:09:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484125,Rain,Light,2020-02-08 03:09:36,2020-02-08 05:13:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484126,Rain,Moderate,2020-02-08 05:13:36,2020-02-08 05:25:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484127,Rain,Light,2020-02-08 05:25:36,2020-02-08 06:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484128,Rain,Moderate,2020-02-08 06:20:36,2020-02-08 06:40:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484129,Rain,Light,2020-02-08 06:40:36,2020-02-08 07:20:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484130,Rain,Light,2020-02-08 08:44:36,2020-02-08 10:09:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484131,Rain,Light,2020-02-08 10:20:36,2020-02-08 10:57:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
W-3484132,Rain,Light,2020-02-08 18:20:36,2020-02-08 20:38:36,US/Central,KMDW,41.7841,-87.7551,Chicago,Cook,IL,60638.0
